person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,income_group,debt_to_income_ratio,age_group
34,70596,MORTGAGE,18.0,DEBTCONSOLIDATION,B,10000,11.26,0,0.14,N,9,Medium,0.14165108504731147,26-35
33,70632,MORTGAGE,4.0,MEDICAL,B,1500,10.65,0,0.02,N,5,Medium,0.02123683316343867,26-35
30,48500,RENT,0.0,MEDICAL,B,4200,11.48,0,0.09,N,7,Medium,0.0865979381443299,26-35
32,52000,RENT,10.0,EDUCATION,A,4200,7.51,0,0.08,N,6,Medium,0.08076923076923077,26-35
32,52000,RENT,3.0,EDUCATION,C,4200,13.23,0,0.08,Y,10,Medium,0.08076923076923077,26-35
28,70834,MORTGAGE,4.0,PERSONAL,B,20000,12.21,0,0.28,N,9,Medium,0.2823502837620352,26-35
35,53000,RENT,2.0,HOMEIMPROVEMENT,B,4200,11.71,0,0.08,N,6,Medium,0.07924528301886792,26-35
28,70900,MORTGAGE,12.0,EDUCATION,D,25000,15.37,0,0.35,Y,6,Medium,0.3526093088857546,26-35
28,70920,MORTGAGE,12.0,PERSONAL,A,7600,6.03,0,0.11,N,9,Medium,0.10716300056401579,26-35
32,53500,RENT,1.0,PERSONAL,C,4200,13.98,0,0.08,Y,10,Medium,0.07850467289719626,26-35
29,54996,RENT,6.0,PERSONAL,E,4200,15.95,0,0.08,Y,10,Medium,0.07636919048658085,26-35
29,55044,RENT,6.0,HOMEIMPROVEMENT,C,4200,13.48,0,0.08,Y,9,Medium,0.0763025942882058,26-35
28,71000,MORTGAGE,4.0,PERSONAL,A,12000,8.49,0,0.17,N,9,Medium,0.16901408450704225,26-35
30,50650,RENT,5.0,PERSONAL,B,4200,9.91,1,0.08,N,7,Medium,0.08292201382033564,26-35
33,71000,MORTGAGE,4.0,MEDICAL,B,5300,11.49,0,0.07,N,7,Medium,0.07464788732394366,26-35
32,71000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,14000,6.99,0,0.2,N,8,Medium,0.19718309859154928,26-35
31,60000,RENT,4.0,HOMEIMPROVEMENT,A,4200,8.49,0,0.07,N,10,Medium,0.07,26-35
29,60000,RENT,6.0,MEDICAL,A,4200,8.63,0,0.07,N,10,Medium,0.07,26-35
33,71000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,10000,5.79,0,0.14,N,9,Medium,0.14084507042253522,26-35
33,71000,MORTGAGE,7.0,EDUCATION,C,8000,12.68,0,0.11,Y,10,Medium,0.11267605633802817,26-35
29,71000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,11000,13.43,0,0.15,Y,6,Medium,0.15492957746478872,26-35
28,71000,MORTGAGE,1.0,PERSONAL,B,20000,10.99,0,0.28,N,8,Medium,0.28169014084507044,26-35
27,55512,RENT,11.0,MEDICAL,C,4200,14.26,1,0.08,Y,8,Medium,0.07565931690445309,26-35
35,61600,RENT,4.0,MEDICAL,A,4200,7.29,0,0.07,N,9,Medium,0.06818181818181818,26-35
32,65000,RENT,2.0,VENTURE,C,4200,14.79,0,0.06,N,10,Medium,0.06461538461538462,26-35
29,71000,OWN,13.0,MEDICAL,A,14000,7.14,0,0.2,N,5,Medium,0.19718309859154928,26-35
33,71000,MORTGAGE,11.0,PERSONAL,C,6000,14.72,0,0.08,Y,7,Medium,0.08450704225352113,26-35
29,71000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,4000,7.14,0,0.06,N,9,Medium,0.056338028169014086,26-35
27,53550,RENT,3.0,MEDICAL,B,4200,11.99,1,0.07,N,8,Medium,0.0784313725490196,26-35
32,64000,RENT,1.0,EDUCATION,D,4200,15.31,1,0.07,Y,5,Medium,0.065625,26-35
27,71000,RENT,9.0,DEBTCONSOLIDATION,B,4200,10.99,0,0.06,N,5,Medium,0.059154929577464786,26-35
34,70000,RENT,1.0,EDUCATION,D,4200,14.61,1,0.06,N,6,Medium,0.06,26-35
30,85000,RENT,5.0,MEDICAL,A,4200,5.99,0,0.05,N,6,Medium,0.04941176470588235,26-35
28,71000,MORTGAGE,1.0,VENTURE,B,9800,12.21,0,0.14,N,5,Medium,0.13802816901408452,26-35
27,93000,RENT,11.0,PERSONAL,A,4200,5.42,0,0.05,N,6,High,0.04516129032258064,26-35
29,25000,RENT,0.0,PERSONAL,B,4125,11.71,0,0.17,N,6,Low,0.165,26-35
28,71007,MORTGAGE,4.0,EDUCATION,F,25000,18.62,0,0.35,N,7,Medium,0.35207796414438014,26-35
34,59000,RENT,0.0,EDUCATION,D,4100,14.91,1,0.07,N,10,Medium,0.06949152542372881,26-35
31,19200,RENT,0.0,MEDICAL,A,4075,8.32,1,0.21,N,6,Low,0.21223958333333334,26-35
27,71352,MORTGAGE,3.0,VENTURE,A,9000,6.54,0,0.13,N,6,Medium,0.12613521695257315,26-35
34,55000,RENT,5.0,EDUCATION,A,4050,7.49,0,0.07,N,9,Medium,0.07363636363636364,26-35
27,71500,MORTGAGE,2.0,EDUCATION,A,15000,7.49,0,0.21,N,8,Medium,0.2097902097902098,26-35
29,71500,MORTGAGE,3.0,DEBTCONSOLIDATION,B,6000,9.63,0,0.08,N,10,Medium,0.08391608391608392,26-35
28,71500,MORTGAGE,13.0,HOMEIMPROVEMENT,B,15000,11.49,0,0.21,N,7,Medium,0.2097902097902098,26-35
35,71500,MORTGAGE,1.0,HOMEIMPROVEMENT,B,19200,10.99,0,0.27,N,6,Medium,0.26853146853146853,26-35
28,12000,RENT,0.0,MEDICAL,B,4000,10.99,1,0.33,N,9,Low,0.3333333333333333,26-35
27,71700,MORTGAGE,11.0,HOMEIMPROVEMENT,C,9000,13.8,0,0.13,N,5,Medium,0.12552301255230125,26-35
27,71738,MORTGAGE,4.0,EDUCATION,B,11500,9.63,0,0.16,N,9,Medium,0.16030555632997853,26-35
31,47000,RENT,5.0,EDUCATION,B,10000,11.99,0,0.21,N,8,Medium,0.2127659574468085,26-35
28,47200,RENT,3.0,PERSONAL,B,10000,9.99,0,0.21,N,8,Medium,0.211864406779661,26-35
31,47500,RENT,2.0,MEDICAL,C,10000,15.96,0,0.21,N,10,Medium,0.21052631578947367,26-35
27,72000,MORTGAGE,9.0,PERSONAL,D,22000,17.58,0,0.31,Y,6,Medium,0.3055555555555556,26-35
31,66000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,2400,9.91,1,0.04,N,5,Medium,0.03636363636363636,26-35
28,41500,RENT,4.0,DEBTCONSOLIDATION,C,10000,13.48,1,0.24,Y,6,Medium,0.24096385542168675,26-35
34,72000,OWN,2.0,MEDICAL,A,13150,6.03,0,0.18,N,10,Medium,0.18263888888888888,26-35
29,47800,RENT,4.0,DEBTCONSOLIDATION,A,10000,7.49,0,0.21,N,5,Medium,0.20920502092050208,26-35
34,72000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,10000,13.49,0,0.14,Y,8,Medium,0.1388888888888889,26-35
31,42000,RENT,4.0,EDUCATION,B,10000,11.71,1,0.24,N,5,Medium,0.23809523809523808,26-35
27,72000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,10000,7.9,0,0.14,N,7,Medium,0.1388888888888889,26-35
28,72000,MORTGAGE,12.0,MEDICAL,A,4500,6.62,0,0.06,N,8,Medium,0.0625,26-35
27,72000,MORTGAGE,2.0,MEDICAL,A,21100,8.9,0,0.29,N,8,Medium,0.29305555555555557,26-35
30,66000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,12000,11.71,1,0.18,N,6,Medium,0.18181818181818182,26-35
29,48000,RENT,6.0,MEDICAL,C,10000,13.8,0,0.21,N,10,Medium,0.20833333333333334,26-35
34,72000,MORTGAGE,11.0,VENTURE,B,5800,10.99,0,0.08,N,9,Medium,0.08055555555555556,26-35
29,72000,MORTGAGE,3.0,MEDICAL,B,14000,10.65,0,0.19,N,7,Medium,0.19444444444444445,26-35
27,72000,MORTGAGE,6.0,MEDICAL,A,17000,6.03,0,0.24,N,6,Medium,0.2361111111111111,26-35
29,42000,RENT,2.0,HOMEIMPROVEMENT,D,10000,15.21,1,0.24,Y,7,Medium,0.23809523809523808,26-35
31,72000,MORTGAGE,15.0,MEDICAL,A,1900,7.51,0,0.03,N,6,Medium,0.02638888888888889,26-35
27,72000,MORTGAGE,11.0,EDUCATION,C,15000,13.48,0,0.21,N,5,Medium,0.20833333333333334,26-35
28,72000,MORTGAGE,3.0,EDUCATION,C,28000,15.96,0,0.39,N,10,Medium,0.3888888888888889,26-35
29,48000,RENT,13.0,PERSONAL,A,10000,7.51,0,0.21,N,7,Medium,0.20833333333333334,26-35
27,72000,MORTGAGE,7.0,MEDICAL,A,6500,6.03,0,0.09,N,5,Medium,0.09027777777777778,26-35
27,72000,OWN,2.0,MEDICAL,A,10000,6.62,0,0.14,N,9,Medium,0.1388888888888889,26-35
27,72000,MORTGAGE,4.0,PERSONAL,B,14000,12.42,0,0.19,N,10,Medium,0.19444444444444445,26-35
31,72000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,9800,6.62,0,0.14,N,8,Medium,0.1361111111111111,26-35
35,72000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12800,6.62,0,0.18,N,5,Medium,0.17777777777777778,26-35
29,48000,RENT,4.0,MEDICAL,B,10000,10.62,0,0.21,N,10,Medium,0.20833333333333334,26-35
27,48000,RENT,0.0,MEDICAL,B,10000,10.62,0,0.21,N,6,Medium,0.20833333333333334,26-35
28,48000,RENT,8.0,PERSONAL,C,10000,13.48,0,0.21,Y,9,Medium,0.20833333333333334,26-35
27,72000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,15000,5.42,0,0.21,N,5,Medium,0.20833333333333334,26-35
34,48000,RENT,14.0,PERSONAL,D,10000,15.7,0,0.21,Y,9,Medium,0.20833333333333334,26-35
30,48000,RENT,3.0,VENTURE,C,10000,12.87,0,0.21,Y,8,Medium,0.20833333333333334,26-35
30,48000,RENT,1.0,EDUCATION,B,10000,12.18,0,0.21,N,9,Medium,0.20833333333333334,26-35
30,72000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,4800,13.49,0,0.07,Y,7,Medium,0.06666666666666667,26-35
29,72000,MORTGAGE,6.0,EDUCATION,A,10800,6.99,0,0.15,N,8,Medium,0.15,26-35
30,72000,MORTGAGE,3.0,MEDICAL,A,14000,6.99,0,0.19,N,9,Medium,0.19444444444444445,26-35
27,72000,MORTGAGE,11.0,MEDICAL,C,9500,13.99,0,0.13,N,6,Medium,0.13194444444444445,26-35
33,72000,MORTGAGE,4.0,PERSONAL,A,5000,6.99,0,0.07,N,5,Medium,0.06944444444444445,26-35
31,72000,OWN,6.0,EDUCATION,A,16000,7.49,0,0.22,N,7,Medium,0.2222222222222222,26-35
27,72000,OWN,2.0,EDUCATION,B,12000,9.99,0,0.17,N,9,Medium,0.16666666666666666,26-35
30,72000,MORTGAGE,14.0,HOMEIMPROVEMENT,B,3000,9.99,0,0.04,N,9,Medium,0.041666666666666664,26-35
33,72000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4250,5.42,0,0.06,N,5,Medium,0.059027777777777776,26-35
28,48000,RENT,0.0,EDUCATION,B,10000,10.08,0,0.21,N,6,Medium,0.20833333333333334,26-35
27,72000,MORTGAGE,11.0,MEDICAL,B,6150,10.99,0,0.09,N,5,Medium,0.08541666666666667,26-35
29,72000,MORTGAGE,3.0,MEDICAL,B,12000,11.49,0,0.17,N,5,Medium,0.16666666666666666,26-35
29,72000,MORTGAGE,6.0,VENTURE,D,16800,15.62,0,0.23,N,9,Medium,0.23333333333333334,26-35
28,56100,MORTGAGE,12.0,MEDICAL,A,10000,8.49,1,0.15,N,8,Medium,0.17825311942959002,26-35
27,72000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,10000,10.99,0,0.14,N,9,Medium,0.1388888888888889,26-35
27,72000,MORTGAGE,11.0,PERSONAL,B,7000,11.49,0,0.1,N,8,Medium,0.09722222222222222,26-35
31,72000,MORTGAGE,14.0,MEDICAL,A,7000,5.42,0,0.1,N,8,Medium,0.09722222222222222,26-35
30,66000,MORTGAGE,14.0,EDUCATION,C,11200,13.49,1,0.17,N,9,Medium,0.1696969696969697,26-35
30,72000,MORTGAGE,14.0,EDUCATION,C,9000,15.23,0,0.13,Y,10,Medium,0.125,26-35
27,49800,RENT,3.0,PERSONAL,B,10000,10.74,0,0.2,N,7,Medium,0.20080321285140562,26-35
35,72000,MORTGAGE,4.0,MEDICAL,B,15000,10.59,0,0.21,N,6,Medium,0.20833333333333334,26-35
30,72000,MORTGAGE,4.0,VENTURE,B,6000,11.99,0,0.08,N,10,Medium,0.08333333333333333,26-35
32,72000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,24000,6.92,0,0.33,N,8,Medium,0.3333333333333333,26-35
30,72000,MORTGAGE,12.0,MEDICAL,B,10000,10.0,0,0.14,N,7,Medium,0.1388888888888889,26-35
29,72000,MORTGAGE,13.0,VENTURE,A,22100,7.29,0,0.31,N,5,Medium,0.30694444444444446,26-35
35,50000,RENT,4.0,EDUCATION,B,10000,9.91,0,0.2,N,7,Medium,0.2,26-35
31,72000,MORTGAGE,7.0,VENTURE,A,5000,6.92,0,0.07,N,10,Medium,0.06944444444444445,26-35
32,66000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,2000,15.28,1,0.03,N,7,Medium,0.030303030303030304,26-35
27,72000,MORTGAGE,6.0,EDUCATION,A,6000,5.42,0,0.08,N,10,Medium,0.08333333333333333,26-35
30,72000,MORTGAGE,7.0,EDUCATION,C,9600,14.17,0,0.13,N,5,Medium,0.13333333333333333,26-35
29,72000,MORTGAGE,13.0,MEDICAL,A,7400,5.42,0,0.1,N,8,Medium,0.10277777777777777,26-35
28,72000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,12000,6.92,0,0.17,N,7,Medium,0.16666666666666666,26-35
27,44000,RENT,5.0,VENTURE,C,10000,15.27,1,0.23,Y,7,Medium,0.22727272727272727,26-35
28,72000,OWN,6.0,MEDICAL,B,25000,11.11,0,0.35,N,8,Medium,0.3472222222222222,26-35
31,50000,RENT,1.0,MEDICAL,B,10000,12.69,0,0.2,N,8,Medium,0.2,26-35
33,50000,RENT,3.0,PERSONAL,B,10000,10.99,0,0.2,N,8,Medium,0.2,26-35
27,72000,MORTGAGE,5.0,MEDICAL,A,11500,6.91,0,0.16,N,10,Medium,0.1597222222222222,26-35
27,72000,MORTGAGE,2.0,EDUCATION,B,2600,9.25,0,0.04,N,7,Medium,0.03611111111111111,26-35
29,72000,MORTGAGE,5.0,PERSONAL,A,10000,6.17,0,0.14,N,10,Medium,0.1388888888888889,26-35
28,50000,RENT,12.0,DEBTCONSOLIDATION,B,10000,10.74,0,0.2,N,8,Medium,0.2,26-35
30,50000,RENT,6.0,MEDICAL,C,10000,13.48,0,0.2,N,5,Medium,0.2,26-35
30,50000,RENT,0.0,HOMEIMPROVEMENT,B,10000,10.36,0,0.2,N,7,Medium,0.2,26-35
32,50000,RENT,6.0,DEBTCONSOLIDATION,B,10000,9.25,0,0.2,N,8,Medium,0.2,26-35
28,72000,MORTGAGE,12.0,PERSONAL,E,16000,15.95,0,0.22,N,5,Medium,0.2222222222222222,26-35
27,72000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,24000,10.99,0,0.33,N,9,Medium,0.3333333333333333,26-35
28,50000,RENT,5.0,PERSONAL,A,10000,7.88,0,0.2,N,7,Medium,0.2,26-35
28,44000,RENT,2.0,MEDICAL,C,10000,13.48,1,0.23,N,8,Medium,0.22727272727272727,26-35
30,50000,RENT,3.0,PERSONAL,C,10000,13.22,0,0.2,N,7,Medium,0.2,26-35
30,72000,MORTGAGE,5.0,MEDICAL,B,20000,10.38,0,0.28,N,5,Medium,0.2777777777777778,26-35
29,72000,MORTGAGE,7.0,MEDICAL,A,24000,7.88,0,0.33,N,9,Medium,0.3333333333333333,26-35
34,72000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,4000,7.14,0,0.06,N,9,Medium,0.05555555555555555,26-35
30,72000,MORTGAGE,13.0,VENTURE,A,12000,7.88,0,0.17,N,8,Medium,0.16666666666666666,26-35
29,50000,RENT,2.0,DEBTCONSOLIDATION,B,10000,11.26,0,0.2,N,6,Medium,0.2,26-35
31,44000,RENT,1.0,HOMEIMPROVEMENT,B,10000,10.71,1,0.23,N,9,Medium,0.22727272727272727,26-35
27,44004,RENT,4.0,DEBTCONSOLIDATION,D,10000,15.31,1,0.23,Y,10,Medium,0.22725206799381875,26-35
30,72000,MORTGAGE,3.0,MEDICAL,C,9000,14.22,0,0.13,Y,6,Medium,0.125,26-35
29,44004,RENT,7.0,PERSONAL,D,10000,15.33,1,0.23,Y,8,Medium,0.22725206799381875,26-35
35,72000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,10750,7.51,0,0.15,N,9,Medium,0.14930555555555555,26-35
28,72000,MORTGAGE,4.0,MEDICAL,B,22000,10.25,0,0.31,N,6,Medium,0.3055555555555556,26-35
28,72000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,4000,10.99,0,0.06,N,6,Medium,0.05555555555555555,26-35
29,72000,MORTGAGE,0.0,VENTURE,B,24000,10.99,0,0.33,N,6,Medium,0.3333333333333333,26-35
33,44784,RENT,2.0,EDUCATION,D,10000,15.31,1,0.22,N,6,Medium,0.22329403358342265,26-35
33,50800,RENT,16.0,EDUCATION,E,10000,16.4,0,0.2,Y,7,Medium,0.1968503937007874,26-35
32,50911,RENT,7.0,PERSONAL,C,10000,13.06,0,0.2,N,7,Medium,0.19642120563336019,26-35
27,72000,MORTGAGE,7.0,PERSONAL,B,4200,10.99,0,0.06,N,5,Medium,0.058333333333333334,26-35
28,51000,RENT,3.0,HOMEIMPROVEMENT,A,10000,6.92,0,0.2,N,8,Medium,0.19607843137254902,26-35
28,72000,MORTGAGE,13.0,PERSONAL,C,16000,14.26,0,0.22,N,9,Medium,0.2222222222222222,26-35
27,51000,RENT,0.0,VENTURE,A,10000,7.88,0,0.2,N,5,Medium,0.19607843137254902,26-35
27,72000,OWN,10.0,VENTURE,A,10000,8.94,0,0.14,N,6,Medium,0.1388888888888889,26-35
29,72000,OWN,1.0,EDUCATION,C,10000,13.48,0,0.14,N,6,Medium,0.1388888888888889,26-35
28,72000,MORTGAGE,12.0,VENTURE,A,15000,8.94,0,0.21,N,9,Medium,0.20833333333333334,26-35
29,66000,MORTGAGE,4.0,DEBTCONSOLIDATION,E,8200,17.04,1,0.12,Y,7,Medium,0.12424242424242424,26-35
31,72000,MORTGAGE,15.0,VENTURE,D,12300,14.96,0,0.17,Y,5,Medium,0.17083333333333334,26-35
28,72000,MORTGAGE,1.0,EDUCATION,D,6000,15.37,0,0.08,Y,10,Medium,0.08333333333333333,26-35
32,51996,RENT,2.0,DEBTCONSOLIDATION,A,10000,5.79,0,0.19,N,9,Medium,0.19232248634510346,26-35
33,51996,RENT,4.0,DEBTCONSOLIDATION,A,10000,7.14,0,0.19,N,6,Medium,0.19232248634510346,26-35
30,72000,MORTGAGE,3.0,PERSONAL,B,12000,10.95,0,0.17,N,5,Medium,0.16666666666666666,26-35
28,72000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,10000,10.95,0,0.14,N,7,Medium,0.1388888888888889,26-35
27,72000,MORTGAGE,11.0,EDUCATION,B,12500,11.89,0,0.17,N,8,Medium,0.1736111111111111,26-35
28,52000,RENT,2.0,PERSONAL,B,10000,12.69,0,0.19,N,7,Medium,0.19230769230769232,26-35
27,72000,MORTGAGE,8.0,VENTURE,C,15250,13.16,0,0.21,Y,5,Medium,0.21180555555555555,26-35
28,72000,MORTGAGE,9.0,PERSONAL,B,18000,11.89,0,0.25,N,10,Medium,0.25,26-35
28,52000,RENT,12.0,VENTURE,A,10000,6.92,0,0.19,N,8,Medium,0.19230769230769232,26-35
29,52000,RENT,4.0,MEDICAL,C,10000,13.23,0,0.19,Y,9,Medium,0.19230769230769232,26-35
33,72000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,6600,10.99,0,0.09,N,9,Medium,0.09166666666666666,26-35
29,72000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,1000,7.68,0,0.01,N,6,Medium,0.013888888888888888,26-35
28,72000,MORTGAGE,8.0,PERSONAL,D,7500,6.0,0,0.1,N,10,Medium,0.10416666666666667,26-35
31,52000,RENT,4.0,VENTURE,B,10000,11.83,0,0.19,N,7,Medium,0.19230769230769232,26-35
29,52000,RENT,9.0,PERSONAL,A,10000,8.0,0,0.19,N,8,Medium,0.19230769230769232,26-35
27,72000,OWN,4.0,EDUCATION,C,8000,11.09,0,0.11,Y,9,Medium,0.1111111111111111,26-35
33,53000,RENT,13.0,EDUCATION,C,10000,15.96,0,0.19,N,9,Medium,0.18867924528301888,26-35
29,72072,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,8.49,0,0.17,N,8,Medium,0.1665001665001665,26-35
28,72087,MORTGAGE,10.0,PERSONAL,C,16000,13.48,0,0.22,N,6,Medium,0.22195402777199771,26-35
27,53000,RENT,7.0,EDUCATION,B,10000,10.25,0,0.19,N,5,Medium,0.18867924528301888,26-35
33,53000,RENT,2.0,EDUCATION,A,10000,8.94,0,0.19,N,9,Medium,0.18867924528301888,26-35
28,53000,RENT,2.0,MEDICAL,B,10000,11.89,0,0.19,N,6,Medium,0.18867924528301888,26-35
28,53376,RENT,5.0,PERSONAL,A,10000,5.42,0,0.19,N,5,Medium,0.18735011990407674,26-35
29,72396,MORTGAGE,9.0,PERSONAL,B,9000,10.59,0,0.12,N,9,Medium,0.12431626056688215,26-35
33,54000,RENT,13.0,VENTURE,A,10000,8.9,0,0.19,N,5,Medium,0.18518518518518517,26-35
29,72500,MORTGAGE,0.0,PERSONAL,A,30000,7.49,0,0.41,N,7,Medium,0.41379310344827586,26-35
31,72500,MORTGAGE,12.0,HOMEIMPROVEMENT,B,8875,11.99,0,0.12,N,7,Medium,0.12241379310344827,26-35
35,54000,RENT,4.0,PERSONAL,A,10000,5.42,0,0.19,N,10,Medium,0.18518518518518517,26-35
32,72500,MORTGAGE,4.0,HOMEIMPROVEMENT,A,4000,5.42,0,0.06,N,10,Medium,0.05517241379310345,26-35
27,56525,MORTGAGE,4.0,MEDICAL,D,12000,15.95,1,0.18,Y,7,Medium,0.21229544449358692,26-35
35,72500,MORTGAGE,0.0,DEBTCONSOLIDATION,B,4000,10.25,0,0.06,N,6,Medium,0.05517241379310345,26-35
30,54000,RENT,8.0,HOMEIMPROVEMENT,A,10000,6.17,0,0.19,N,10,Medium,0.18518518518518517,26-35
29,72500,MORTGAGE,2.0,MEDICAL,C,7000,13.79,0,0.1,Y,8,Medium,0.09655172413793103,26-35
33,54000,RENT,15.0,DEBTCONSOLIDATION,B,10000,10.99,0,0.19,N,8,Medium,0.18518518518518517,26-35
29,54996,RENT,1.0,VENTURE,B,10000,9.99,0,0.18,N,10,Medium,0.18183140592043057,26-35
27,72800,MORTGAGE,7.0,HOMEIMPROVEMENT,B,7000,10.99,0,0.1,N,10,Medium,0.09615384615384616,26-35
28,48996,RENT,12.0,MEDICAL,B,10000,10.37,1,0.2,N,9,Medium,0.20409829373826435,26-35
31,54996,RENT,3.0,HOMEIMPROVEMENT,A,10000,7.74,0,0.18,N,9,Medium,0.18183140592043057,26-35
33,72890,MORTGAGE,1.0,MEDICAL,C,16400,13.79,0,0.22,Y,6,Medium,0.22499657017423516,26-35
27,72900,MORTGAGE,3.0,PERSONAL,D,10000,15.7,0,0.14,Y,9,Medium,0.13717421124828533,26-35
34,72960,MORTGAGE,1.0,MEDICAL,B,11000,12.21,0,0.15,N,8,Medium,0.15076754385964913,26-35
27,72996,MORTGAGE,12.0,EDUCATION,A,9200,6.03,0,0.13,N,8,Medium,0.12603430324949313,26-35
30,48996,RENT,1.0,HOMEIMPROVEMENT,E,10000,15.45,1,0.2,N,5,Medium,0.20409829373826435,26-35
28,73000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,15600,6.03,0,0.21,N,9,Medium,0.2136986301369863,26-35
27,55000,RENT,11.0,EDUCATION,C,10000,14.27,0,0.18,N,7,Medium,0.18181818181818182,26-35
27,73000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,13000,6.03,0,0.18,N,9,Medium,0.1780821917808219,26-35
31,73000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,10.99,0,0.21,N,8,Medium,0.2054794520547945,26-35
31,55000,RENT,2.0,MEDICAL,B,10000,12.42,0,0.18,N,7,Medium,0.18181818181818182,26-35
32,73000,MORTGAGE,7.0,PERSONAL,A,9600,7.9,0,0.13,N,7,Medium,0.13150684931506848,26-35
31,55000,RENT,3.0,DEBTCONSOLIDATION,B,10000,10.59,0,0.18,N,10,Medium,0.18181818181818182,26-35
32,55000,RENT,5.0,MEDICAL,A,10000,8.49,0,0.18,N,10,Medium,0.18181818181818182,26-35
34,73000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,20675,7.49,0,0.28,N,7,Medium,0.28321917808219177,26-35
32,73000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,6000,15.62,0,0.08,N,8,Medium,0.0821917808219178,26-35
32,73000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,8500,7.29,0,0.12,N,10,Medium,0.11643835616438356,26-35
27,73000,MORTGAGE,11.0,PERSONAL,A,10000,5.79,0,0.14,N,8,Medium,0.136986301369863,26-35
27,55000,RENT,3.0,HOMEIMPROVEMENT,B,10000,10.25,0,0.18,N,5,Medium,0.18181818181818182,26-35
29,73000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,12000,7.29,0,0.16,N,10,Medium,0.1643835616438356,26-35
31,73000,MORTGAGE,3.0,VENTURE,C,12000,13.48,0,0.16,Y,8,Medium,0.1643835616438356,26-35
29,55000,RENT,2.0,DEBTCONSOLIDATION,B,10000,12.53,0,0.18,N,9,Medium,0.18181818181818182,26-35
32,55000,RENT,4.0,VENTURE,D,10000,14.42,0,0.18,Y,9,Medium,0.18181818181818182,26-35
28,55000,RENT,1.0,MEDICAL,A,10000,9.32,0,0.18,N,8,Medium,0.18181818181818182,26-35
27,73000,MORTGAGE,11.0,EDUCATION,A,17000,7.88,0,0.23,N,6,Medium,0.2328767123287671,26-35
28,73000,MORTGAGE,5.0,PERSONAL,C,12000,13.11,0,0.16,N,9,Medium,0.1643835616438356,26-35
34,55000,RENT,0.0,MEDICAL,B,10000,9.51,0,0.18,N,5,Medium,0.18181818181818182,26-35
28,73000,MORTGAGE,6.0,VENTURE,B,15000,11.83,0,0.21,N,9,Medium,0.2054794520547945,26-35
27,55812,RENT,3.0,DEBTCONSOLIDATION,A,10000,6.54,0,0.18,N,10,Medium,0.17917293771948684,26-35
35,56000,RENT,5.0,EDUCATION,B,10000,12.42,0,0.18,N,5,Medium,0.17857142857142858,26-35
31,73000,MORTGAGE,8.0,EDUCATION,A,6800,7.74,0,0.09,N,8,Medium,0.09315068493150686,26-35
33,56000,RENT,7.0,PERSONAL,B,10000,11.36,0,0.18,N,6,Medium,0.17857142857142858,26-35
33,56000,RENT,2.0,EDUCATION,A,10000,7.74,0,0.18,N,5,Medium,0.17857142857142858,26-35
28,73000,MORTGAGE,11.0,EDUCATION,B,15000,10.99,0,0.21,N,6,Medium,0.2054794520547945,26-35
27,56253,RENT,11.0,VENTURE,B,10000,11.36,0,0.18,N,8,Medium,0.17776829680194833,26-35
28,73008,MORTGAGE,2.0,EDUCATION,C,14000,12.73,0,0.19,Y,6,Medium,0.19175980714442253,26-35
28,73073,MORTGAGE,8.0,VENTURE,A,4200,5.79,0,0.06,N,7,Medium,0.057476769805536926,26-35
29,57000,RENT,5.0,EDUCATION,E,10000,18.64,0,0.18,Y,6,Medium,0.17543859649122806,26-35
